State,0,1,2,3
6,-0.6436481585547956,0.03424431582954287,0.0454067349458225,-0.5633728530911231
8,0.21175222493031387,0.7265077812607912,-0.7016848151100984,-0.47647725423175274
4,0.03822828291594158,-0.5914656274131256,0.09081347197182416,-0.503451819955567
-4,0.4458940483944084,0.9831667539194248,0.6399006021735592,0.636226043075755
14,-0.38788740236318237,0.060874018105514745,-0.5779124580958785,0.05950705682977944
2,0.0599086982780324,0.18162694505354574,-0.5391283108871374,-0.45822538600681517
-2,0.8602788284952195,0.12004459938946144,0.47017694679159083,0.8732060209676373
16,0.30346111267719156,1.4530155625503762,-0.5748310984122514,0.3974524201853441
12,0.8031237675755707,0.7699632779738578,0.48901129188897996,0.6331555913483551
22,-0.5073298849245914,0.10677707448690484,0.12199299677274299,0.08383654678572829
20,0.13978642476822536,-0.09889133210046719,0.2856227323675007,-0.18194941882102808
18,0.2932068474866435,-0.18331831767650186,0.7081509052325272,0.2936071528660422
24,0.8556764342798728,0.9060311251029792,0.0059869770927732935,0.8215837743212009
10,-0.5187507566076932,0.31502966646348923,0.3632538905606389,0.08942244461407917
-6,0.07028352064956334,0.13219989812088928,0.19303593627797067,0.9354243710256669
30,0.005930553647862144,-0.2718957493267099,-0.2822672225987328,0.11576058528091245
38,0.18569138095229776,0.7230838515983155,0.7480109592209155,0.41645273859709353
32,0.571275136949228,0.8084646266336737,0.272182900988136,0.7628774490225713
0,0.6905796408323259,0.8812499830026578,0.11521354258846872,0.6428848919036617
28,0.9620813404354208,0.788922212776827,0.3810502914399213,0.8254894208440025
26,0.4624162119813735,0.2674439364846952,0.6671295806712922,0.4706093257155719
